Price,Cells,Capacity (mAh),Dollars per Wh,Link
$5.99,2,850,0.95231,http://www.hobbyking.com/hobbyking/store/__21331__ZIPPY_Compact_850mAh_2S_25C_Lipo_Pack.html
$15.86,3,1500,0.95255,http://www.hobbyking.com/hobbyking/store/__26453__Turnigy_nano_tech_1500mah_3S_35_70C_Lipo_Pack.html
$31.27,2,4400,0.96038,http://www.hobbyking.com/hobbyking/store/__19144__Turnigy_nano_tech_4400mah_2S_65_130C_Lipo_Pack.html
$88.85,5,5000,0.96054,http://www.hobbyking.com/hobbyking/store/__19155__Turnigy_nano_tech_5000mah_5S_65_130C_Lipo_Pack.html
$10.69,3,1000,0.96306,http://www.hobbyking.com/hobbyking/store/__11901__Turnigy_nano_tech_1000mah_3S_25_50C_Lipo_Pack.html
$5.74,2,800,0.96959,http://www.hobbyking.com/hobbyking/store/__9276__Turnigy_800mAh_2S_20C_Lipo_Pack.html
$90.22,5,5000,0.97535,http://www.hobbyking.com/hobbyking/store/__24301__Turnigy_nano_tech_A_SPEC_5000mah_5S_65_130C_Lipo_Pack.html
$71.51,6,3300,0.97611,http://www.hobbyking.com/hobbyking/store/__19136__Turnigy_nano_tech_3300mah_6S_65_130C_Lipo_Pack.html
$128.53,8,4400,0.98687,http://www.hobbyking.com/hobbyking/store/__19150__Turnigy_nano_tech_4400mah_8S_65_130C_Lipo_Pack.html
$160.67,10,4400,0.98692,http://www.hobbyking.com/hobbyking/store/__19151__Turnigy_nano_tech_4400mah_10S_65_130C_Lipo_Pack.html
$140.59,10,3850,0.98694,http://www.hobbyking.com/hobbyking/store/__19143__Turnigy_nano_tech_3850mah_10S_65_130C_Lipo_Pack.html
$120.51,10,3300,0.98698,http://www.hobbyking.com/hobbyking/store/__19137__Turnigy_nano_tech_3300mah_10S_65_130C_Lipo_Pack.html
$112.48,7,4400,0.98701,http://www.hobbyking.com/hobbyking/store/__19149__Turnigy_nano_tech_4400mah_7S_65_130C_Lipo_Pack.html
$99.03,6,4500,0.99129,http://www.hobbyking.com/hobbyking/store/__24299__Turnigy_nano_tech_A_SPEC_4500mah_6S_65_130C_Lipo_Pack.html
$88.03,6,4000,0.99133,http://www.hobbyking.com/hobbyking/store/__24296__Turnigy_nano_tech_A_SPEC_4000mah_6S_65_130C_Lipo_Pack.html
$198.28,12,4500,0.99239,http://www.hobbyking.com/hobbyking/store/__26788__Turnigy_nano_tech_A_SPEC_4500mah_12S_65_130C_Lipo_Pack.html
$34.15,6,1550,0.99244,http://www.hobbyking.com/hobbyking/store/__51445__Turnigy_nano_tech_1550mah_6S_65_130C_Lipo_Pack_450L_Heli_.html
$9.39,3,850,0.99523,http://www.hobbyking.com/hobbyking/store/__25507__ZIPPY_Compact_850mAh_3S_35C_Lipo_Pack.html
$6.29,2,850,1.0,http://www.hobbyking.com/hobbyking/store/__25506__ZIPPY_Compact_850mAh_2S_35C_Lipo_Pack.html
$41.12,5,2200,1.01032,http://www.hobbyking.com/hobbyking/store/__25429__Turnigy_nano_tech_A_SPEC_2200mah_5S_65_130C_Lipo_Pack.html
$32.91,4,2200,1.01075,http://www.hobbyking.com/hobbyking/store/__25428__Turnigy_nano_tech_A_SPEC_2200mah_4S_65_130C_Lipo_Pack.html
$7.87,2,1050,1.01287,http://www.hobbyking.com/hobbyking/store/__9607__Rhino_1050mAh_2S_7_4v_40C_Lipoly_Pack_.html
$59.99,4,4000,1.01334,http://www.hobbyking.com/hobbyking/store/__11955__Turnigy_nano_tech_4000mah_4S_45_90C_Lipo_Pack.html
$11.27,3,1000,1.01532,http://www.hobbyking.com/hobbyking/store/__18205__Turnigy_nano_tech_1000mAh_3S_45_90C_Lipo_Pack.html
$59.99,6,2650,1.01972,http://www.hobbyking.com/hobbyking/store/__24293__Turnigy_nano_tech_A_SPEC_2650mah_6S_65_130C_Lipo_Pack.html
$49.99,6,2200,1.02355,http://www.hobbyking.com/hobbyking/store/__25430__Turnigy_nano_tech_A_SPEC_2200mah_6S_65_130C_Lipo_Pack.html
$38.26,2,5000,1.03405,http://www.hobbyking.com/hobbyking/store/__19152__Turnigy_nano_tech_5000mah_2S_65_130C_Lipo_Pack.html
$29.46,2,3850,1.03405,http://www.hobbyking.com/hobbyking/store/__19138__Turnigy_nano_tech_3850mah_2S_65_130C_Lipo_Pack.html
$17.22,2,2250,1.03423,http://www.hobbyking.com/hobbyking/store/__19122__Turnigy_nano_tech_2250mah_2S_65_130C_Lipo_Pack.html
$25.26,2,3300,1.0344,http://www.hobbyking.com/hobbyking/store/__19132__Turnigy_nano_tech_3300mah_2S_65_130C_Lipo_Pack.html
$63.15,5,3300,1.0344,http://www.hobbyking.com/hobbyking/store/__19135__Turnigy_nano_tech_3300mah_5S_65_130C_Lipo_Pack.html
$84.20,5,4400,1.0344,http://www.hobbyking.com/hobbyking/store/__19147__Turnigy_nano_tech_4400mah_5S_65_130C_Lipo_Pack.html
$43.06,5,2250,1.03447,http://www.hobbyking.com/hobbyking/store/__19125__Turnigy_nano_tech_2250mah_5S_65_130C_Lipo_Pack.html
$73.68,5,3850,1.03447,http://www.hobbyking.com/hobbyking/store/__19141__Turnigy_nano_tech_3850mah_5S_65_130C_Lipo_Pack.html
$44.21,3,3850,1.03452,http://www.hobbyking.com/hobbyking/store/__19139__Turnigy_nano_tech_3850mah_3S_65_130C_Lipo_Pack.html
$37.90,3,3300,1.03467,http://www.hobbyking.com/hobbyking/store/__19133__Turnigy_nano_tech_3300mah_3S_65_130C_Lipo_Pack.html
$31.01,3,2700,1.0347,http://www.hobbyking.com/hobbyking/store/__19128__Turnigy_nano_tech_2700mah_3S_65_130C_Lipo_Pack.html
$50.54,3,4400,1.03481,http://www.hobbyking.com/hobbyking/store/__19145__Turnigy_nano_tech_4400mah_3S_65_130C_Lipo_Pack.html
$51.69,5,2700,1.03483,http://www.hobbyking.com/hobbyking/store/__19130__Turnigy_nano_tech_2700mah_5S_65_130C_Lipo_Pack.html
$58.97,4,3850,1.03492,http://www.hobbyking.com/hobbyking/store/__19140__Turnigy_nano_tech_3850mah_4S_65_130C_Lipo_Pack.html
$57.44,3,5000,1.03495,http://www.hobbyking.com/hobbyking/store/__19153__Turnigy_nano_tech_5000mah_3S_65_130C_Lipo_Pack.html
$76.59,4,5000,1.035,http://www.hobbyking.com/hobbyking/store/__19154__Turnigy_nano_tech_5000mah_4S_65_130C_Lipo_Pack.html
$50.55,4,3300,1.03501,http://www.hobbyking.com/hobbyking/store/__19134__Turnigy_nano_tech_3300mah_4S_65_130C_Lipo_Pack.html
$20.68,3,1800,1.03504,http://www.hobbyking.com/hobbyking/store/__19120__Turnigy_nano_tech_1800mah_3S_65_130C_Lipo_Pack.html
$34.47,4,2250,1.03514,http://www.hobbyking.com/hobbyking/store/__19124__Turnigy_nano_tech_2250mah_4S_65_130C_Lipo_Pack.html
$67.41,4,4400,1.03517,http://www.hobbyking.com/hobbyking/store/__19146__Turnigy_nano_tech_4400mah_4S_65_130C_Lipo_Pack.html
$41.37,4,2700,1.03529,http://www.hobbyking.com/hobbyking/store/__19129__Turnigy_nano_tech_2700mah_4S_65_130C_Lipo_Pack.html
$27.58,4,1800,1.03529,http://www.hobbyking.com/hobbyking/store/__19121__Turnigy_nano_tech_1800mah_4S_65_130C_Lipo_Pack.html
$13.79,2,1800,1.03529,http://www.hobbyking.com/hobbyking/store/__19119__Turnigy_nano_tech_1800mah_2S_65_130C_Lipo_Pack.html
$9.77,3,850,1.03551,http://www.hobbyking.com/hobbyking/store/__18203__Turnigy_nano_tech_850mAh_3S_45_90C_Lipo_Pack.html
$5.79,3,500,1.04324,http://www.hobbyking.com/hobbyking/store/__9275__Turnigy_500mAh_3S_20C_Lipo_Pack.html
$2.90,1,750,1.04505,http://www.hobbyking.com/hobbyking/store/__20386__Turnigy_nano_tech_750mah_1S_35_70C_Lipo_Pack_Fits_Nine_Eagles_Solo_Pro_180_.html
$4.72,2,610,1.04564,http://www.hobbyking.com/hobbyking/store/__7305__Rhino_610mAh_2S_7_4v_20C_Lipoly_Pack.html
$63.01,6,2700,1.05122,http://www.hobbyking.com/hobbyking/store/__19131__Turnigy_nano_tech_2700mah_6S_65_130C_Lipo_Pack.html
$52.51,6,2250,1.05125,http://www.hobbyking.com/hobbyking/store/__19126__Turnigy_nano_tech_2250mah_6S_65_130C_Lipo_Pack.html
$116.70,6,5000,1.05135,http://www.hobbyking.com/hobbyking/store/__19156__Turnigy_nano_tech_5000mah_6S_65_130C_Lipo_Pack.html
$102.70,6,4400,1.05139,http://www.hobbyking.com/hobbyking/store/__19148__Turnigy_nano_tech_4400mah_6S_65_130C_Lipo_Pack.html
$157.30,8,5000,1.06284,http://www.hobbyking.com/hobbyking/store/__19158__Turnigy_nano_tech_5000mah_8S_65_130C_Lipo_Pack.html
$196.63,10,5000,1.06286,http://www.hobbyking.com/hobbyking/store/__19159__Turnigy_nano_tech_5000mah_10S_65_130C_Lipo_Pack_.html
$51.96,3,4400,1.06388,http://www.hobbyking.com/hobbyking/store/__9154__Polyquest_4400mAh_3S_TRX_25C_Racing_Lipo_Pack.html
$2.99,1,750,1.07748,http://www.hobbyking.com/hobbyking/store/__41271__Turnigy_nano_tech_750mAh_1S_35_70C_Lipo_Pack_for_Walkera_V120D02S_QR_Infra_X_QR_W100S_.html
$3.99,2,500,1.07838,http://www.hobbyking.com/hobbyking/store/__9187__Turnigy_500mAh_2S_20C_Lipo_Pack.html
$3.80,1,950,1.08108,http://www.hobbyking.com/hobbyking/store/__20387__Turnigy_nano_tech_950mah_1S_25_50C_Lipo_Pack_Fits_Walkera_V120_X100_.html
$13.69,4,850,1.08824,http://www.hobbyking.com/hobbyking/store/__18204__Turnigy_nano_tech_850mAh_4S_45_90C_Lipo_Pack.html
$29.99,4,1850,1.09533,http://www.hobbyking.com/hobbyking/store/__9610__Rhino_1850mAh_4S_14_8v_40C_Lipoly_Pack.html
$51.18,2,6200,1.11552,http://www.hobbyking.com/hobbyking/store/__24305__Turnigy_nano_tech_A_SPEC_6200mah_2S_65_130C_Hardcase_Lipo_Pack.html
$25.13,1,6000,1.13198,http://www.hobbyking.com/hobbyking/store/__24307__Turnigy_nano_tech_A_SPEC_6000mah_1S_65_130C_Hardcase_Lipo_Pack.html
$6.34,3,500,1.14234,http://www.hobbyking.com/hobbyking/store/__21330__ZIPPY_Compact_500mAh_3S_25C_Lipo_Pack.html
$66.00,3,5200,1.14345,http://www.hobbyking.com/hobbyking/store/__53878__Walkera_5200mAh_3S_Lipoly_Battery_Pack_for_QR_X350_PRO.html
$10.26,3,800,1.15541,http://www.hobbyking.com/hobbyking/store/__18850__Turnigy_800mAh_3S_35C_Lipo_Pack.html
$57.99,3,4500,1.16096,http://www.hobbyking.com/hobbyking/store/__24310__Turnigy_nano_tech_A_SPEC_4500mah_3S_65_130C_Lipo_Boat_Pack.html
$57.18,2,6600,1.17076,http://www.hobbyking.com/hobbyking/store/__24309__Turnigy_nano_tech_A_SPEC_6600mah_2S_65_130C_Lipo_Boat_Pack.html
$259.99,12,5000,1.17113,http://www.hobbyking.com/hobbyking/store/__26789__Turnigy_nano_tech_A_SPEC_5000mah_12S_65_130C_Lipo_Pack_.html
$46.32,2,5300,1.18103,http://www.hobbyking.com/hobbyking/store/__7161__Polyquest_5300mAh_2S_25C_RXP_Racing_Lipo_Pack.html
$29.54,3,2250,1.18278,http://www.hobbyking.com/hobbyking/store/__19123__Turnigy_nano_tech_2250mah_3S_65_130C_Lipo_Pack.html
$65.18,4,3700,1.19028,http://www.hobbyking.com/hobbyking/store/__45138__Turnigy_nano_tech_A_SPEC_G2_3700mah_4S_65_130C_Lipo_Pack.html
$29.16,3,2200,1.1941,http://www.hobbyking.com/hobbyking/store/__25427__Turnigy_nano_tech_A_SPEC_2200mah_3S_65_130C_Lipo_Pack.html
$56.61,4,3200,1.19531,http://www.hobbyking.com/hobbyking/store/__45135__Turnigy_nano_tech_A_SPEC_G2_3200mah_4S_65_130C_Lipo_Pack.html
$1.20,1,270,1.2012,http://www.hobbyking.com/hobbyking/store/__23315__Turnigy_nano_tech_270mah_1S_15C_Round_Lipo_.html
$49.80,2,5600,1.20174,http://www.hobbyking.com/hobbyking/store/__24308__Turnigy_nano_tech_A_SPEC_5600mah_2S_65_130C_Hardcase_Lipo_Saddle_Pack.html
$49.43,3,3700,1.20355,http://www.hobbyking.com/hobbyking/store/__45137__Turnigy_nano_tech_A_SPEC_G2_3700mah_3S_65_130C_Lipo_Pack.html
$42.97,3,3200,1.20974,http://www.hobbyking.com/hobbyking/store/__45134__Turnigy_nano_tech_A_SPEC_G2_3200mah_3S_65_130C_Lipo_Pack.html
$99.54,6,3700,1.21183,http://www.hobbyking.com/hobbyking/store/__45139__Turnigy_nano_tech_A_SPEC_G2_3700mah_6S_65_130C_Lipo_Pack.html
$7.19,2,800,1.21453,http://www.hobbyking.com/hobbyking/store/__18849__Turnigy_800mAh_2S_35C_Lipo_Pack.html
$86.31,6,3200,1.21495,http://www.hobbyking.com/hobbyking/store/__45136__Turnigy_nano_tech_A_SPEC_G2_3200mah_6S_65_130C_Lipo_Pack.html
$39.67,4,2200,1.21837,http://www.hobbyking.com/hobbyking/store/__45131__Turnigy_nano_tech_A_SPEC_G2_2200mah_4S_65_130C_Lipo_Pack.html
$112.74,5,5000,1.21881,http://www.hobbyking.com/hobbyking/store/__45144__Turnigy_nano_tech_A_SPEC_G2_5000mah_5S_65_130C_Lipo_Pack.html
$3.16,2,350,1.22008,http://www.hobbyking.com/hobbyking/store/__9028__ZIPPY_Flightmax_350mAh_2S_20C.html
$90.66,4,5000,1.22514,http://www.hobbyking.com/hobbyking/store/__45143__Turnigy_nano_tech_A_SPEC_G2_5000mah_4S_65_130C_Lipo_Pack.html
$10.88,3,800,1.22523,http://www.hobbyking.com/hobbyking/store/__18852__Turnigy_800mAh_3S_40C_Lipo_Pack.html
$30.20,3,2200,1.23669,http://www.hobbyking.com/hobbyking/store/__45130__Turnigy_nano_tech_A_SPEC_G2_2200mah_3S_65_130C_Lipo_Pack.html
$117.24,6,4250,1.24261,http://www.hobbyking.com/hobbyking/store/__45142__Turnigy_nano_tech_A_SPEC_G2_4250mah_6S_65_130C_Lipo_Pack.html
$6.39,3,460,1.25147,http://www.hobbyking.com/hobbyking/store/__7304__Rhino_460mAh_3S_11_1v_20C_Lipoly_Pack.html
$6.45,3,460,1.26322,http://www.hobbyking.com/hobbyking/store/__11897__Turnigy_nano_tech_460mah_3S_25_40C_Lipo_Pack.html
$59.69,3,4250,1.26529,http://www.hobbyking.com/hobbyking/store/__45140__Turnigy_nano_tech_A_SPEC_G2_4250mah_3S_65_130C_Lipo_Pack.html
$4.36,2,460,1.28085,http://www.hobbyking.com/hobbyking/store/__11896__Turnigy_nano_tech_460mah_2S_25_40C_Lipo_Pack.html
$7.59,2,800,1.28209,http://www.hobbyking.com/hobbyking/store/__18851__Turnigy_800mAh_2S_40C_Lipo_Pack.html
$49.77,4,2600,1.2934,http://www.hobbyking.com/hobbyking/store/__45133__Turnigy_nano_tech_A_SPEC_G2_2600mah_4S_65_130C_Lipo_Pack.html
$7.69,2,800,1.29899,http://www.hobbyking.com/hobbyking/store/__18846__Turnigy_800mAh_2S_30C_Lipo_Pack.html
$4.85,2,500,1.31081,http://www.hobbyking.com/hobbyking/store/__21329__ZIPPY_Compact_500mAh_2S_25C_Lipo_Pack.html
$37.84,3,2600,1.31116,http://www.hobbyking.com/hobbyking/store/__45132__Turnigy_nano_tech_A_SPEC_G2_2600mah_3S_65_130C_Lipo_Pack.html
$82.92,4,4250,1.31828,http://www.hobbyking.com/hobbyking/store/__45141__Turnigy_nano_tech_A_SPEC_G2_4250mah_4S_65_130C_Lipo_Pack.html
$2.94,1,600,1.32432,http://www.hobbyking.com/hobbyking/store/__20385__Turnigy_nano_tech_600mah_1S_35_70C_Lipo_Pack_Fits_Nine_Eagles_Solo_Pro_328_Eflite_MQX_120SR_.html
$4.52,2,460,1.32785,http://www.hobbyking.com/hobbyking/store/__7303__Rhino_460mAh_2S_7_4v_20C_Lipoly_Pack.html
$41.28,2,4200,1.32819,http://www.hobbyking.com/hobbyking/store/__24306__Turnigy_nano_tech_A_SPEC_4200mah_2S_65_130C_Hardcase_Shorty_Lipo_Pack.html
$148.05,6,5000,1.33378,http://www.hobbyking.com/hobbyking/store/__45145__Turnigy_nano_tech_A_SPEC_G2_5000mah_6S_65_130C_Lipo_Pack.html
$49.99,2,4950,1.36473,http://www.hobbyking.com/hobbyking/store/__7164__Polyquest_4950mAh_2S_25C_Lipoly_Version_2_.html
$5.49,3,350,1.41313,http://www.hobbyking.com/hobbyking/store/__25503__ZIPPY_Compact_350mAh_3S_25C_Lipo_Pack.html
$5.81,3,370,1.41466,http://www.hobbyking.com/hobbyking/store/__11895__Turnigy_nano_tech_370mah_3S_25_40C_Lipo_Pack.html
$3.88,2,370,1.41709,http://www.hobbyking.com/hobbyking/store/__11894__Turnigy_nano_tech_370mah_2S_25_40C_Lipo_Pack.html
$3.69,2,350,1.42471,http://www.hobbyking.com/hobbyking/store/__25502__ZIPPY_Compact_350mAh_2S_25C_Lipo_Pack.html
$38.36,4,1800,1.43994,http://www.hobbyking.com/hobbyking/store/__45128__Turnigy_nano_tech_A_SPEC_G2_1800mah_4S_65_130C_Lipo_Pack.html
$29.14,3,1800,1.45846,http://www.hobbyking.com/hobbyking/store/__45127__Turnigy_nano_tech_A_SPEC_G2_1800mah_3S_65_130C_Lipo_Pack.html
$5.69,2,500,1.53784,http://www.hobbyking.com/hobbyking/store/__25504__ZIPPY_Compact_500mAh_2S_35C_Lipo_Pack.html
$8.54,2,750,1.53874,http://www.hobbyking.com/hobbyking/store/__7306__Rhino_750mAh_2S_7_4v_20C_Lipoly_Pack.html
$8.59,3,500,1.54775,http://www.hobbyking.com/hobbyking/store/__25505__ZIPPY_Compact_500mAh_3S_35C_Lipo_Pack.html
$4.23,2,360,1.58784,http://www.hobbyking.com/hobbyking/store/__7301__Rhino_360mAh_2S_7_4v_20C_Lipoly_Pack.html
$1.20,1,200,1.62162,http://www.hobbyking.com/hobbyking/store/__23313__Turnigy_nano_tech_200mah_1S_15C_Round_Lipo.html
$1.99,1,300,1.79279,http://www.hobbyking.com/hobbyking/store/__20384__Turnigy_nano_tech_300mah_1S_35_70C_Lipo_Pack_Fits_Nine_Eagles_Solo_Pro_100_.html
$151.13,5,4350,1.87797,http://www.hobbyking.com/hobbyking/store/__5727__Polyquest_4350mAh_5S_25C_Lipoly.html
$78.54,5,2200,1.92973,http://www.hobbyking.com/hobbyking/store/__6236__Polyquest_2200mAh_5S_20C_30C_Lipoly.html
$4.29,2,300,1.93243,http://www.hobbyking.com/hobbyking/store/__22906__Turnigy_nano_tech_300mah_2S_35_70C_Lipo_Pack.html
$4.29,1,600,1.93243,http://www.hobbyking.com/hobbyking/store/__35300__Walkera_600mAh_1S_20C_Lipo_Battery_Pack_Suits_QR_Infra_X_V120D02S_.html
$0.99,1,130,2.05821,http://www.hobbyking.com/hobbyking/store/__18791__Turnigy_nano_tech_130mah_1S_25C_Lipo_Pack_Nine_Eagles_style_T2_Twin_Rail_for_older_models_.html
$0.99,1,130,2.05821,http://www.hobbyking.com/hobbyking/store/__18790__Turnigy_nano_tech_130mah_1S_25C_Lipo_Pack_Nine_Eagles_style_T1_Single_Rail_for_2010plus_.html
$8.38,3,360,2.0971,http://www.hobbyking.com/hobbyking/store/__7302__Rhino_360mAh_3S_11_1v_20C_Lipoly_Pack.html
$1.26,1,160,2.12838,http://www.hobbyking.com/hobbyking/store/__19418__Turnigy_nano_tech_160mah_1S_25C_Lipo_Pack_Nine_Eagles_style_T1_Single_Rail_for_2010plus_.html
$1.26,1,160,2.12838,http://www.hobbyking.com/hobbyking/store/__18792__Turnigy_nano_tech_160mah_1S_25C_Lipo_Pack_Nine_Eagles_style_T2_Twin_Rail_for_older_models_.html
$1.35,1,160,2.28041,http://www.hobbyking.com/hobbyking/store/__19419__Turnigy_nano_tech_160mah_1S_25_40C_Lipo_Pack_Fits_Align_Trex_100_.html
$120.25,4,3500,2.32143,http://www.hobbyking.com/hobbyking/store/__10089__Volt_On_POLYQUEST_3500mAh_4S_45C_90C_Lipoly.html
$7.99,2,450,2.3994,http://www.hobbyking.com/hobbyking/store/__26734__Turnigy_nano_tech_450mAh_2S_65_130C_Lipo_Pack_E_flite_Blade_130X_.html
$5.40,2,300,2.43243,http://www.hobbyking.com/hobbyking/store/__26739__Turnigy_nano_tech_300mah_2S_45_90C_Lipo_Pack.html
$1.20,1,130,2.4948,http://www.hobbyking.com/hobbyking/store/__23311__Turnigy_nano_tech_130mAh_1s_15c_Round_Lipo.html
$2.77,1,300,2.4955,http://www.hobbyking.com/hobbyking/store/__26738__Turnigy_nano_tech_300mah_1S_45_90C_Lipo_Pack_Fits_Nine_Eagles_Solo_Pro_100_.html
$1.49,1,160,2.51689,http://www.hobbyking.com/hobbyking/store/__11893__Turnigy_nano_tech_160mah_1S_25_40C_Lipo_Pack_Kyosho_E_flite_Nano_CP_X_Parkzone_Etc_.html
$4.99,2,260,2.59356,http://www.hobbyking.com/hobbyking/store/__26742__Turnigy_nano_tech_260mah_2S_35_70C_Lipo_Pack.html
$4.99,2,260,2.59356,http://www.hobbyking.com/hobbyking/store/__26741__Turnigy_nano_tech_260mah_2S_35_70C_Lipo_Pack_E_flite_EFLB2002S25_micro_series_compatible_.html
$5.89,2,300,2.65315,http://www.hobbyking.com/hobbyking/store/__28444__Turnigy_nano_tech_300mah_2S_35_70C_Lipo_Pack_E_flite_EFLB2002S25_micro_series_compatible_.html
$6.56,2,330,2.68632,http://www.hobbyking.com/hobbyking/store/__52790__Turnigy_nano_tech_330mah_2S_45_90C_Lipo_Pack_for_Align_T_Rex_150_DFC.html
$10.72,3,350,2.75933,http://www.hobbyking.com/hobbyking/store/__19118__Turnigy_nano_tech_350mah_3S_65_130C_Lipo_Pack.html
$1.34,1,130,2.78586,http://www.hobbyking.com/hobbyking/store/__11857__Turnigy_nano_tech_130mah_1S_25_40C_Lipo_Pack_Kyosho_Eflite_Parkzone_Etc_.html
$1.26,1,120,2.83784,http://www.hobbyking.com/hobbyking/store/__14730__NE_B918_120mAh_1S_10C_V2_OEM_Replacement_for_NE4950001.html
$2.90,2,138,2.8398,http://www.hobbyking.com/hobbyking/store/__10915__Turnigy_138mAh_2S_10C.html
$8.04,2,350,3.10425,http://www.hobbyking.com/hobbyking/store/__19117__Turnigy_nano_tech_350mah_2S_65_130C_Lipo_Pack.html
$2.99,1,260,3.10811,http://www.hobbyking.com/hobbyking/store/__24920__Turnigy_nano_tech_260mAh_1S_35_70C_Lipo_Pack_QR_Ladybird_Genius_CP_Mini_CP_.html
$6.24,3,180,3.12312,http://www.hobbyking.com/hobbyking/store/__23339__Turnigy_nano_tech_180mah_3S_25_40C_Lipo_Pack.html
$4.19,2,180,3.14565,http://www.hobbyking.com/hobbyking/store/__23135__Turnigy_nano_tech_180mah_2S_25_40C_Lipo_Pack.html
$2.01,1,160,3.39527,http://www.hobbyking.com/hobbyking/store/__10980__Turnigy_160mAh_1S_30C_Eflite_Minium_compatible_.html
$4.41,1,350,3.40541,http://www.hobbyking.com/hobbyking/store/__19116__Turnigy_nano_tech_350mah_1S_65_130C_Lipo_Pack.html
$1.96,1,150,3.53153,http://www.hobbyking.com/hobbyking/store/__14890__Nine_Eagles_replacement_High_Cap_150mAh_1S_LiPo.html
$3.99,1,300,3.59459,http://www.hobbyking.com/hobbyking/store/__17808__Turnigy_nano_tech_300mah_1S_35c_Lipo_Pack_Suits_FBL100_and_Blade_mCPx_.html
$1.20,1,90,3.6036,http://www.hobbyking.com/hobbyking/store/__23310__Turnigy_nano_tech_90mah_1S_15C_Round_Lipo.html
$4.99,2,180,3.74625,http://www.hobbyking.com/hobbyking/store/__19423__Turnigy_nano_tech_180mAh_2S_25C_Lipo_Pack_E_flite_micro_series_compatible_.html
$4.49,1,300,4.04505,http://www.hobbyking.com/hobbyking/store/__26736__Turnigy_nano_tech_300mah_1S_45C_Lipo_Pack_Suits_FBL100_and_Blade_mCPx_.html
$1.20,1,80,4.05405,http://www.hobbyking.com/hobbyking/store/__23309__Turnigy_nano_tech_80mAh_1s_15c_Round_Lipo.html
$4.19,2,120,4.71847,http://www.hobbyking.com/hobbyking/store/__19422__Turnigy_nano_tech_120mAh_2S_25C_Lipo_Pack_E_flite_micro_series_compatible_.html
